,名前,説明,画像,動画,属性情報→,,,,個数
tokenId,name,description,image_url,animation_url,place,image quality,,,
735,#735 🙏Itadakimasu Man🙏 2022/03/01,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 735 三崎漁港直送の鮮魚店、魚屋かどはち代官山本店の寿司、旬の地魚かどはち握りをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=6ttnw42ZyV8](https://www.youtube.com/watch?v=6ttnw42ZyV8)",ipfs://Qma8H6wVLXoxk9FG8N23rxKpaE7NG5ku81QWdcYuSsiyeW,,home,high,,,
734,#734 🙏Itadakimasu Man🙏 2022/02/28,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 734 西麻布のデリバリー専門サラダ店、さらだのあるせいかつのヴィーガンサラダをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=h8CoeIv9ehY](https://www.youtube.com/watch?v=h8CoeIv9ehY)",ipfs://QmVkJBdQ7Dkr95PQZ4yxsRLdZyYuMkMD92k9R6sW7ptVSr,,home,high,,,
733,#733 🙏Itadakimasu Man🙏 2022/02/27,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 733 次世代グルメバーガー店、ブルースターバーガー渋谷宇田川店のアボカドチーズバーガーをテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=cPg_PkJgFTg](https://www.youtube.com/watch?v=cPg_PkJgFTg)",ipfs://QmZe76TJ1QU4QGXju3bRKDDcPvj7MkVtqPyqtcAG1L1Cav,,home,high,,,
732,#732 🙏Itadakimasu Man🙏 2022/02/26,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 732 恵比寿の無農薬野菜サラダ専門店、カタルシックスサラダのレモンクリーミーサラダをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=IDSBVZqlMUY](https://www.youtube.com/watch?v=IDSBVZqlMUY)",ipfs://QmTguAu1t9Mzq1MiqADteeAqaV44N74yxmfWfwqFmD3oLS,,home,high,,,
731,#731 🙏Itadakimasu Man🙏 2022/02/25,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 731 一皿に玉ねぎ丸ごと一個のカレーの店、TOKYO SPICE ななCURRY 青山のチキンのカレーをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=H5LRJvqRkDE](https://www.youtube.com/watch?v=H5LRJvqRkDE)",ipfs://QmWV26MBQuW1i4jcrZAt6pVWbxtceHd3YwhX686bXhjfhZ,,home,high,,,
730,#730 🙏Itadakimasu Man🙏 2022/02/24,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏730 食べるスープ専門店、スープストックトーキョーEchika表参道店のオニオンクリームポタージュをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=Ffx1CtZJowY](https://www.youtube.com/watch?v=Ffx1CtZJowY)",ipfs://QmdPCbVyP6Ws4BNuSWLAw8PvcGRszmFPsCggKzyFKoeqmJ,,home,high,,,
729,#729 🙏Itadakimasu Man🙏 2022/02/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 729 GET BETTER coffee & sandwichのピーナツバターバナナサンドをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=kSdhaGihV_U](https://www.youtube.com/watch?v=kSdhaGihV_U)",ipfs://QmdSzB4UunqKLmFGpHRGbDyo52UD4Qn4D5Hy8CApf25StS,,home,high,,,
728,#728 🙏Itadakimasu Man🙏 2022/02/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 728 北海道編：北広島のガーデンファームのカフェ、農家カフェ蔵楽の宮北牧場さんのハンバーグを店内で食べてみた #ASMR \n[https://www.youtube.com/watch?v=uI6GOlXzD1M](https://www.youtube.com/watch?v=uI6GOlXzD1M)",ipfs://QmdXjxj9Y7toGpVyVXdcnhM4pQNBzfeYtTGtDCgWuM6hM8,,restaurant,high,,,
727,#727 🙏Itadakimasu Man🙏 2022/02/21,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 727 北海道編：イシヤカフェ北広島市役所店のえびとアボカドのトマトクリームパスタを店内で食べてみた #ASMR \n[https://www.youtube.com/watch?v=yYmj1sRFXB8](https://www.youtube.com/watch?v=yYmj1sRFXB8)",ipfs://QmfHg5jguh1LPCYuswBqpbp93uJ21EkVzsMUqLJnxTf5ob,,restaurant,high,,,
726,#726 🙏Itadakimasu Man🙏 2022/02/20,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 726 北海道編：精肉卸直営の焼肉店、牛乃家（うしのや）札幌駅北口店の満腹ランチ定食を店内で食べてみた #ASMR \n[https://www.youtube.com/watch?v=HtTgEWanUdU](https://www.youtube.com/watch?v=HtTgEWanUdU)",ipfs://QmfB7QTpz5JfbFcMuCFFpz1ewkQYHh2kT9WqVWCAmjy9Zt,,restaurant,high,,,
725,#725 🙏Itadakimasu Man🙏 2022/02/19,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 725 デリバリー専門ステーキハウス、ザ・バターステーキ中目黒のブロッコリーバターステーキ丼をウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=TknSKb43vcU](https://www.youtube.com/watch?v=TknSKb43vcU)",ipfs://QmbQ8AjojBgDzZRJ1EfCKrWJ8TseFdSHj6VwYxTc7HvFcE,,home,high,,,
724,#724 🙏Itadakimasu Man🙏 2022/02/18,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 724 西麻布のデリバリー専門サラダ店、さらだのあるせいかつのチキンサラダをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=jNvfeDmK0FM](https://www.youtube.com/watch?v=jNvfeDmK0FM)",ipfs://QmWPkTd8tufsSBY42RfbbJwKM1deLyiwg2RAFAiJ4bAhxB,,home,high,,,
723,#723 🙏Itadakimasu Man🙏 2022/02/17,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 723 カジュアルイタリアンレストラン、サイゼリヤ渋谷東急ハンズ前店のマルゲリータピザ Wチーズを店内食べてみた #ASMR \n[https://www.youtube.com/watch?v=C_2_gF3QlyQ](https://www.youtube.com/watch?v=C_2_gF3QlyQ)",ipfs://QmcKaq5pxRZPdn5BJ1PF5FTads4F2TBDB3tdjzhKZBT5y3,,restaurant,high,,,
722,#722 🙏Itadakimasu Man🙏 2022/02/16,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 722 六本木のベーカリー、ラトリエ デュ パンの石窯スパイシーチキンサンドとあんバターをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=537d_eqaoJ4](https://www.youtube.com/watch?v=537d_eqaoJ4)",ipfs://QmcrxD7pmfg5BFCA6wxADWjLkjjs3WeRET5Z2cUKG6ArrD,,home,high,,,
721,#721 🙏Itadakimasu Man🙏 2022/02/15,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 721 恵比寿のデリバリーのみのコムタン専門店、羅州コムタンの水餃子コムタンスープをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=WwwiGEW0nE4](https://www.youtube.com/watch?v=WwwiGEW0nE4)",ipfs://QmXCSEKQELEEf7iFD4KKng4yNM5CwkCnAQ5AYXRnga8XWa,,home,high,,,
720,#720 🙏Itadakimasu Man🙏 2022/02/14,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 720 バレンタインデーなので六本木のスイーツ専門店パティスリーココアンジュのパヴェショコラをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=rKhyylG5yvc](https://www.youtube.com/watch?v=rKhyylG5yvc)",ipfs://QmTLc6fm9Tkm1WxXFFCSbzxGP7mHygpS6oMgVDNeCATqPt,,home,high,,,
719,#719 🙏Itadakimasu Man🙏 2022/02/13,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 719 タイ屋台料理店チャオタイ渋谷東口店の鶏肉の汁なしガパオ麺弁当をmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=evUChurlC94](https://www.youtube.com/watch?v=evUChurlC94)",ipfs://QmRwF91cQzbjmLuT2tsypvdvqHjg39V9TKWU34HEXek6HE,,home,high,,,
718,#718 🙏Itadakimasu Man🙏 2022/02/12,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 718 恵比寿のバインミー専門店、エビスバインミーベーカリーの揚げサバトマトソース煮込みバインミーをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=b235ERxtuxs](https://www.youtube.com/watch?v=b235ERxtuxs)",ipfs://QmfSWS2Upeny7pgXsZETEtCuv9Ey1y96UQmVSCpE5MG4ti,,home,high,,,
717,#717 🙏Itadakimasu Man🙏 2022/02/11,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 717 外苑前のスポーツジム、ベターボディーズハイ青山のプロテインチキンサラダカップとバナナプロテインをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=8i4NrEHrQtI](https://www.youtube.com/watch?v=8i4NrEHrQtI)",ipfs://QmcnTysHrGDyui8e4oSkwh6Ppjh9srcBqwuEoHqfrNYJp2,,home,high,,,
716,#716 🙏Itadakimasu Man🙏 2022/02/10,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 716 渋谷並木橋バイミースタンドの目玉焼きがのったサンドイッチ、マッシュルームアイをテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=d-2QpGxf-4M](https://www.youtube.com/watch?v=d-2QpGxf-4M)",ipfs://QmVH7eEkhSBUqhFs9qXamcTdYfxKNTwB4gnZyQ2SqsWvUX,,home,high,,,
715,#715 🙏Itadakimasu Man🙏 2022/02/09,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 715 グルメバーガー＆サンドイッチ店、ホームワークス広尾のホットテリヤキチキンをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=QEZT7g8apD0](https://www.youtube.com/watch?v=QEZT7g8apD0)",ipfs://QmcJfomPs9CXqZc7ucYVkibgPRL4wNyn4gcwPeMv9m7w3R,,home,high,,,
714,#714 🙏Itadakimasu Man🙏 2022/02/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 714 デリバリー専門のヘルシーチキン店、タンパク戦隊！タンパクマン恵比寿店のカオマンガイの玄米セットをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=LFf0xG3re5A](https://www.youtube.com/watch?v=LFf0xG3re5A)",ipfs://QmVvb88VSfwGqfReUqYziyBPn65TRAz36F8Ys3y5wm5Ahy,,home,high,,,
713,#713 🙏Itadakimasu Man🙏 2022/02/07,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 713 下北沢のヴィーガンハンバーガー店、スペリオリティーバーガーのトーキョーフライドトーフをウーバーイーツでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=bvHCn5Hen74](https://www.youtube.com/watch?v=bvHCn5Hen74)",ipfs://QmUderVsVmusjPD6r4ms7JhAC9nyJi6543qKpsWgAaE4mh,,home,high,,,
712,#712 🙏Itadakimasu Man🙏 2022/02/06,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 712 渋谷駅新南口のドネルケバブ専門店、トロイドネルケバブアンドバーのケバブサンド（ミックス）をテイクアウトして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=8OoeqQFp_Bc](https://www.youtube.com/watch?v=8OoeqQFp_Bc)",ipfs://QmUfnGkkX5z4XYKssp7RbJ2PgpU6M4YGWxUg4t7bmN78FP,,home,high,,,
711,#711 🙏Itadakimasu Man🙏 2022/02/05,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 711 デリバリー専門タイ料理店タイフードBAN-COOK恵比寿店のパッタイをmenuでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=IlbLnb__kg8](https://www.youtube.com/watch?v=IlbLnb__kg8)",ipfs://QmTFCtfrXseKJhDjuy88QAszzBPso97eETNUoKdKGTby75,,home,high,,,
710,#710 🙏Itadakimasu Man🙏 2022/02/04,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 710 池尻大橋の薬膳料理専門店、ヤクゼンジュースマンの薬膳フォーをchompyでデリバリーして食べてみた #ASMR  \n[https://www.youtube.com/watch?v=7y1Bi6EOC98](https://www.youtube.com/watch?v=7y1Bi6EOC98)",ipfs://QmRj4hRKGtSdu52mPNqnpMkQPR1te6teXnp6Kracrz67y1,,home,high,,,
